Cartório,Qtd. Nascimentos informados por arquivo,Qtd. Casamentos informados por arquivo,Qtd. Óbitos informados por arquivo,Qtd. Nascimentos informados on-line,Qtd. Casamentos informados on-line,Qtd. Óbitos informados on-line,Qtd. Nascimentos informados por outros meios,Qtd. Casamentos informados por outros meios,Qtd. Óbitos informados por outros meios,Qtd. Nascimentos informados pelo SISOBI,Qtd. Casamentos informados pelo SISOBI,Qtd. Óbitos informados pelo SISOBI
116061,5463,2235,2631,0,0,0,0,0,0,0,0,0
116079,605,351,264,10,9,11,0,0,0,0,0,0
116087,3154,1475,1516,0,0,0,0,0,0,0,0,0
116095,815,496,615,0,0,1,0,0,0,0,0,0
116103,1191,666,660,5,0,21,0,0,0,0,0,0
116111,407,277,179,0,0,0,0,0,0,0,0,0
116129,659,255,278,26,12,34,0,0,0,0,0,0
116137,7704,4725,4438,1,1,3,0,0,0,0,0,0
116145,2750,1055,1531,0,0,0,0,0,0,0,0,0
116152,394,316,106,1,0,1,0,0,0,0,0,0
116160,2245,1147,1341,0,0,0,0,0,0,0,0,0
116178,940,421,493,0,0,0,0,0,0,0,0,0
116186,650,372,492,0,2,5,0,0,0,0,0,0
116194,202,145,141,0,0,0,0,0,0,0,0,0
116202,893,644,383,0,1,0,0,0,0,0,0,0
116210,1277,688,773,0,0,5,0,0,0,0,0,0
116228,515,375,249,0,0,0,0,0,0,0,0,0
116236,2373,2121,557,7,3,0,0,0,0,0,0,0
116244,757,302,522,0,0,5,0,0,0,0,0,0
116251,440,265,370,0,3,2,0,0,0,0,0,0
116269,741,407,277,51,36,24,0,0,0,0,0,0
116277,1259,834,563,5,0,8,0,0,0,0,0,0
116285,791,386,537,0,0,0,0,0,0,0,0,0
116293,466,187,169,0,0,0,0,0,0,0,0,0
116301,2375,1979,833,0,0,1,0,0,0,0,0,0
116319,432,280,281,0,0,0,0,0,0,0,0,0
116327,2666,2367,2545,6,2,6,0,0,0,0,0,0
116335,188,123,178,4,2,6,0,0,0,0,0,0
116343,3416,1584,1881,0,0,62,0,0,0,0,0,0
116350,561,278,320,0,0,0,0,0,0,0,0,0
116368,1033,462,490,0,0,1,0,0,0,0,0,0
116376,400,254,165,0,0,0,0,0,0,0,0,0
116384,232,142,68,0,0,0,0,0,0,0,0,0
116392,938,435,338,1,0,0,0,0,0,0,0,0
116400,1432,619,1087,0,0,1,0,0,0,0,0,0
116418,1223,785,806,0,0,0,0,0,0,0,0,0
116426,3203,1458,4036,0,0,1,0,0,0,0,0,0
116434,169,157,177,0,0,0,0,0,0,0,0,0
116442,2206,895,4123,0,0,0,0,0,0,0,0,0
116459,883,3332,2181,0,1,0,0,0,0,0,0,0
116467,11599,5266,9696,0,0,0,0,0,0,0,0,0
116475,4032,1567,2094,0,0,1,0,0,0,0,0,0
116483,4669,2173,3519,0,0,0,0,0,0,0,0,0
116491,2221,1340,796,0,0,0,0,0,0,0,0,0
116509,10406,3004,5894,49,291,35,0,0,0,0,0,0
116517,8734,3625,6059,3,72,2,0,0,0,0,0,0
116525,918,368,261,1,39,6,0,0,0,0,0,0
116541,1545,699,947,0,0,0,0,0,0,0,0,0
116558,1289,741,674,0,0,0,0,0,0,0,0,0
116566,31,12,6,0,0,0,0,0,0,0,0,0
116582,100,72,13,0,0,0,0,0,0,0,0,0
116590,58,43,13,0,0,0,0,0,0,0,0,0
116608,84,69,16,1,0,0,0,0,0,0,0,0
116616,118,60,46,0,0,0,0,0,0,0,0,0
116624,304,237,107,0,0,0,0,0,0,0,0,0
116632,182,89,64,1,0,0,0,0,0,0,0,0
116640,37,39,4,0,0,2,0,0,0,0,0,0
116657,149,111,62,0,1,1,0,0,0,0,0,0
116665,80,50,33,17,14,4,0,0,0,0,0,0
116673,33,18,14,0,0,0,0,0,0,0,0,0
116681,189,217,41,0,0,0,0,0,0,0,0,0
116699,239,95,194,0,0,0,0,0,0,0,0,0
116707,2649,1105,540,0,0,0,0,0,0,0,0,0
116715,65,135,60,0,0,0,0,0,0,0,0,0
116723,76,29,23,0,0,0,0,0,0,0,0,0
116731,949,496,229,0,0,0,0,0,0,0,0,0
116749,111,79,23,0,0,0,0,0,0,0,0,0
116756,34,28,13,0,0,0,0,0,0,0,0,0
116764,67,26,6,0,0,0,0,0,0,0,0,0
116772,11,3,2,2,2,1,0,0,0,0,0,0
116780,107,33,31,0,0,0,0,0,0,0,0,0
116798,161,67,23,0,0,0,0,0,0,0,0,0
116806,57,20,9,0,0,0,0,0,0,0,0,0
116814,67,38,13,0,0,0,0,0,0,0,0,0
116822,309,226,92,3,0,2,0,0,0,0,0,0
116830,46,58,11,3,7,0,0,0,0,0,0,0
116848,731,623,224,1,0,0,0,0,0,0,0,0
116855,150,52,43,1,1,1,0,0,0,0,0,0
116863,395,198,184,0,0,6,0,0,0,0,0,0
116871,213,137,81,0,0,0,0,0,0,0,0,0
116889,114,58,54,0,0,1,0,0,0,0,0,0
116897,189,165,58,0,0,0,0,0,0,0,0,0
116905,3062,987,746,3,2,8,0,0,0,0,0,0
116913,68,31,11,1,0,0,0,0,0,0,0,0
116921,103,63,24,0,0,0,0,0,0,0,0,0
116939,101,32,33,0,2,0,0,0,0,0,0,0
116947,37,38,25,0,0,0,0,0,0,0,0,0
116954,232,151,98,0,0,0,0,0,0,0,0,0
116962,143,103,23,3,1,0,0,0,0,0,0,0
116970,63,92,34,0,0,0,0,0,0,0,0,0
116988,60,74,10,0,0,0,0,0,0,0,0,0
116996,176,96,24,0,0,1,0,0,0,0,0,0
117002,514,418,91,0,0,0,0,0,0,0,0,0
117010,369,214,66,0,0,0,0,0,0,0,0,0
117028,28,28,19,0,0,0,0,0,0,0,0,0
117036,207,171,103,0,0,1,0,0,0,0,0,0
117051,49,49,25,0,0,0,0,0,0,0,0,0
117069,19,55,31,0,0,0,0,0,0,0,0,0
117077,25,20,6,0,1,0,0,0,0,0,0,0
117085,2,2,0,0,0,0,0,0,0,0,0,0
117093,377,262,120,0,1,4,0,0,0,0,0,0
117101,1640,749,288,0,0,0,0,0,0,0,0,168
117119,198,113,45,7,9,2,0,0,0,0,0,0
117127,116,70,34,0,0,0,0,0,0,0,0,0
117135,514,604,94,0,0,45,0,0,0,0,0,0
117143,29,36,11,0,0,0,0,0,0,0,0,0
117150,88,69,13,0,0,0,0,0,0,0,0,0
117168,17,7,4,0,0,0,0,0,0,0,0,0
117176,111,69,27,0,0,0,0,0,0,0,0,0
117184,58,32,18,0,0,0,0,0,0,0,0,0
117192,40,41,8,0,0,0,0,0,0,0,0,0
117200,92,43,24,0,0,0,0,0,0,0,0,0
117218,182,111,70,0,0,0,0,0,0,0,0,0
117226,16,14,6,0,0,0,0,0,0,0,0,0
117234,217,160,117,0,0,0,0,0,0,0,0,0
117242,583,499,163,3,0,15,0,0,0,0,0,0
117259,39,16,16,0,0,0,0,0,0,0,0,0
117267,774,437,213,1,0,0,0,0,0,0,0,0
117275,790,366,253,0,0,0,0,0,0,0,0,0
117283,91,65,44,0,0,0,0,0,0,0,0,0
117291,7,5,1,3,0,1,0,0,0,0,0,0
117309,33,25,14,0,0,0,0,0,0,0,0,0
117317,157,114,44,0,0,1,0,0,0,0,0,0
117325,469,196,136,0,0,0,0,0,0,0,0,0
117333,38,33,19,0,1,0,0,0,0,0,0,0
117341,82,81,31,13,6,7,0,0,0,0,0,0
117358,28,73,15,0,0,0,0,0,0,0,0,0
117366,199,151,85,0,1,2,0,0,0,0,0,0
117374,106,82,44,0,0,0,0,0,0,0,0,0
117382,217,144,152,2,0,1,0,0,0,0,0,0
117390,18,29,18,0,0,0,0,0,0,0,0,0
117408,180,142,33,0,0,0,0,0,0,0,0,0
117416,188,94,116,0,1,0,0,0,0,0,0,0
117424,357,249,66,1,0,1,0,0,0,0,0,0
117432,82,69,14,0,0,0,0,0,0,0,0,0
117440,29,13,12,0,0,0,0,0,0,0,0,0
117457,5,6,7,0,0,2,0,0,0,0,0,0
117465,27,23,8,0,0,0,0,0,0,0,0,0
117473,1,0,5,0,0,0,0,0,0,0,0,0
117481,459,242,84,0,0,0,0,0,0,0,0,0
117499,104,78,80,0,0,0,0,0,0,0,0,0
117507,132,100,45,0,0,0,0,0,0,0,0,0
117515,141,113,40,0,0,0,0,0,0,0,0,0
117549,20737,7241,6804,0,8,0,0,0,0,0,0,0
117556,49,34,29,1,1,1,0,0,0,0,0,0
117564,84,54,16,0,0,0,0,0,0,0,0,0
117572,116,50,37,0,0,0,0,0,0,0,0,0
117580,32,23,11,0,0,0,0,0,0,0,0,0
117598,2291,723,695,0,0,0,0,0,0,0,0,0
117606,302,271,43,14,16,8,0,0,0,0,0,0
117614,134,60,28,10,2,0,0,0,0,0,0,0
117622,93,62,16,0,0,0,0,0,0,0,0,0
117630,5265,2286,1871,2,1,0,0,0,0,0,0,0
117648,34,29,12,0,0,0,0,0,0,0,0,0
117655,80,48,23,18,19,1,0,0,0,0,0,0
117663,22,73,84,0,0,0,0,0,0,0,0,0
117671,371,231,92,0,0,0,0,0,0,0,0,0
117689,475,330,147,0,0,0,0,0,0,0,0,0
117697,103,44,31,1,1,0,0,0,0,0,0,0
117705,150,136,24,0,0,0,0,0,0,0,0,0
117721,2296,1687,909,4,0,6,0,0,0,0,0,0
117739,19,36,14,0,0,0,0,0,0,0,0,0
117747,67,59,25,1,0,1,0,0,0,0,0,0
117754,835,616,215,0,0,0,0,0,0,0,0,0
117770,45,34,13,0,0,2,0,0,0,0,0,0
117788,603,362,6,18,15,101,0,0,0,0,0,0
117796,68,25,35,0,0,0,0,0,0,0,0,0
117804,175,387,94,0,0,0,0,0,0,0,0,0
117812,104,79,44,3,4,2,0,0,0,0,0,0
117820,179,91,116,0,0,0,0,0,0,0,0,0
117838,8420,1817,1638,2,1,79,0,0,0,0,0,0
117846,7,7,1,0,3,0,0,0,0,0,0,0
117861,385,1231,56,0,0,0,0,0,0,0,0,0
117887,29202,3162,13939,1,0,0,0,0,0,0,0,685
117895,14,8,8,0,0,0,0,0,0,0,0,0
117903,16,10,5,0,0,0,0,0,0,0,0,0
117911,155,123,25,0,0,0,0,0,0,0,0,0
117937,18,32,4,0,0,0,0,0,0,0,0,0
117978,675,893,344,0,0,1,0,0,0,0,0,0
118018,7,36,15,0,0,0,0,0,0,0,0,0
118026,12505,5854,8313,0,14,1,0,0,0,0,0,0
118034,12,35,8,0,0,1,0,0,0,0,0,0
118059,615,947,482,50,11,21,0,0,0,0,0,0
118067,640,461,78,0,0,0,0,0,0,0,0,0
118075,17,16,2,0,0,0,0,0,0,0,0,0
118109,15,3,6,2,0,1,0,0,0,0,0,0
118125,870,609,133,0,0,0,0,0,0,0,0,0
118141,3390,2201,422,1,0,1,0,0,0,0,0,0
118158,9,5,1,1,2,0,0,0,0,0,0,0
118166,280,693,230,0,0,0,0,0,0,0,0,0
118174,1004,197,2663,0,0,0,0,0,0,0,0,0
118190,6891,3426,2453,0,0,68,0,0,0,0,0,0
118216,1248,1437,710,1,3,0,0,0,0,0,0,0
118240,5,16,10,0,1,0,0,0,0,0,0,0
118265,41,29,24,0,0,0,0,0,0,0,0,0
118273,38,20,55,0,0,0,0,0,0,0,0,0
118281,142,83,29,0,0,0,0,0,0,0,0,0
118299,51,80,16,1,0,0,0,0,0,0,0,0
118307,90,41,25,0,0,0,0,0,0,0,0,0
118315,67,40,10,4,3,0,0,0,0,0,0,0
118323,552,340,198,0,0,1,0,0,0,0,0,0
118331,113,65,30,3,0,1,0,0,0,0,0,0
118349,144,90,53,0,0,0,0,0,0,0,0,0
118356,1098,681,412,0,0,1,0,0,0,0,0,0
118364,31,82,15,0,0,0,0,0,0,0,0,0
118372,98,73,50,0,0,0,0,0,0,0,0,0
118380,1944,728,552,0,0,0,0,0,0,0,0,0
118398,96,39,20,0,0,0,0,0,0,0,0,0
118406,1551,1565,659,10,7,0,0,0,0,0,0,0
118414,475,253,158,0,0,1,0,0,0,0,0,0
118422,365,307,78,3,26,0,0,0,0,0,0,0
118430,109,73,28,0,0,0,0,0,0,0,0,0
118448,111,99,47,0,0,0,0,0,0,0,0,0
118455,159,78,34,0,0,0,0,0,0,0,0,0
118463,265,141,101,0,0,0,0,0,0,0,0,0
118471,225,121,84,0,0,0,0,0,0,0,0,0
118489,193,125,71,0,0,0,0,0,0,0,0,0
118497,223,156,138,0,0,0,0,0,0,0,0,0
118505,75,39,47,0,0,0,0,0,0,0,0,0
118513,73,56,12,0,0,0,0,0,0,0,0,0
118521,541,387,177,0,0,2,0,0,0,0,0,0
118539,138,75,41,0,0,0,0,0,0,0,0,0
118547,54,31,9,0,0,0,0,0,0,0,0,0
118554,460,405,285,3,3,3,0,0,0,0,0,0
118562,75,42,39,0,0,0,0,0,0,0,0,0
118570,890,642,255,0,0,0,0,0,0,0,0,0
118588,58,22,11,0,0,0,0,0,0,0,0,0
118596,72,44,11,0,0,0,0,0,0,0,0,0
118604,224,109,82,0,0,0,0,0,0,0,0,0
118612,70,18,7,0,0,0,0,0,0,0,0,0
118620,116,43,20,189,87,19,0,0,0,0,0,24
118638,243,158,64,4,1,11,0,0,0,0,0,0
118646,218,105,64,0,0,0,0,0,0,0,0,0
118653,41,34,21,0,0,0,0,0,0,0,0,0
118661,331,227,73,0,0,0,0,0,0,0,0,0
118679,51,72,16,0,0,0,0,0,0,0,0,0
118687,102,44,15,0,0,0,0,0,0,0,0,0
118695,105,57,21,0,0,1,0,0,0,0,0,0
118703,171,122,31,0,0,1,0,0,0,0,0,0
118711,40,50,27,0,0,0,0,0,0,0,0,0
118729,36,17,13,0,0,0,0,0,0,0,0,0
118737,169,112,69,0,0,0,0,0,0,0,0,0
118745,410,205,150,0,0,0,0,0,0,0,0,0
118752,216,122,142,0,2,1,0,0,0,0,0,0
118760,201,161,72,0,0,0,0,0,0,0,0,0
118778,27,42,12,0,0,0,0,0,0,0,0,0
118794,861,666,257,0,0,1,0,0,0,0,0,0
118802,1823,1551,539,55,95,124,0,0,0,0,0,0
118810,10507,6025,3031,0,0,0,0,0,0,0,0,0
118828,1,3,3,0,0,0,0,0,0,0,0,0
118836,525,213,132,0,1,2,0,0,0,0,0,0
118844,27,30,14,0,0,0,0,0,0,0,0,0
118851,51,22,14,0,0,0,0,0,0,0,0,0
118869,0,0,0,5,0,2,0,0,0,0,0,0
118877,123,33,24,0,0,3,0,0,0,0,0,0
118885,272,200,124,0,0,0,0,0,0,0,0,0
118893,304,241,80,0,0,1,0,0,0,0,0,0
118901,48,31,22,0,0,0,0,0,0,0,0,0
118919,95,71,11,0,0,0,0,0,0,0,0,0
118927,54,25,13,0,0,0,0,0,0,0,0,0
118935,220,145,78,6,1,0,0,0,0,0,0,0
118943,61,28,17,0,0,0,0,0,0,0,0,0
118950,250,125,69,22,27,10,0,0,0,0,0,0
118968,61,39,3,2,9,0,0,0,0,0,0,0
118976,37,47,13,0,1,0,0,0,0,0,0,0
118984,150,72,55,0,0,0,0,0,0,0,0,0
118992,4192,1703,2038,0,0,0,0,0,0,0,0,0
119008,372,193,233,3,4,1,0,0,0,0,0,0
119016,516,328,283,0,0,0,0,0,0,0,0,0
119024,344,222,201,2,0,1,0,0,0,0,0,0
119032,615,455,259,1,0,0,0,0,0,0,0,0
119040,4085,1537,7443,0,0,0,0,0,0,0,0,0
119057,3650,1760,1758,0,0,1,0,0,0,0,0,0
119065,67,45,12,0,0,0,0,0,0,0,0,0
119073,2092,2228,454,0,0,0,0,0,0,0,0,0
119099,2138,540,5255,140,2,152,0,0,0,0,0,0
119107,9265,5037,3949,0,0,0,0,0,0,0,0,0
119115,3742,3633,669,5,8,2,0,0,0,0,0,0
119123,60,39,37,15,2,8,0,0,0,0,0,0
119131,1982,1117,1585,1,0,9,0,0,0,0,0,0
119149,6914,2836,5707,0,1,0,0,0,0,0,0,0
119156,18,15,18,0,1,0,0,0,0,0,0,0
119164,214,121,83,0,0,0,0,0,0,0,0,0
119172,14,14,4,1,0,0,0,0,0,0,0,0
119180,3956,2107,3159,7,11,43,0,0,0,0,0,0
119198,651,434,314,3,4,30,0,0,0,0,0,0
119206,2381,1088,1247,0,0,0,0,0,0,0,0,0
119214,470,357,428,0,0,3,0,0,0,0,0,0
119222,5609,2913,3249,0,0,0,0,0,0,0,0,0
119230,163,53,25,0,0,0,0,0,0,0,0,0
119248,146,79,31,6,3,3,0,0,0,0,0,0
119255,80,26,23,2,1,0,0,0,0,0,0,0
119271,43,85,20,4,8,2,0,0,0,0,0,0
119289,48,33,23,0,0,0,0,0,0,0,0,0
119297,87,75,49,0,0,0,0,0,0,0,0,0
119305,81,62,24,4,6,4,0,0,0,0,0,0
119321,532,272,189,0,0,0,0,0,0,0,0,0
119339,165,125,82,0,0,0,0,0,0,0,0,0
119347,303,222,100,0,0,0,0,0,0,0,0,0
119354,393,238,85,0,0,1,0,0,0,0,0,0
119362,34,18,6,0,0,0,0,0,0,0,0,0
119370,102,30,22,0,0,0,0,0,0,0,0,0
119388,9,6,8,5,9,0,0,0,0,0,0,0
119396,14,8,8,0,0,0,0,0,0,0,0,0
119404,455,216,209,0,0,2,0,0,0,0,0,0
119412,116,101,41,1,0,0,0,0,0,0,0,0
119420,196,163,52,3,1,1,0,0,0,0,0,0
119438,23734,10573,7065,0,0,14,0,0,0,0,0,0
119453,313,671,42,0,0,1,0,0,0,0,0,0
119461,66,30,19,0,0,1,0,0,0,0,0,0
119479,228,168,53,0,0,0,0,0,0,0,0,0
119487,201,177,63,0,0,0,0,0,0,0,0,0
119495,34,15,13,0,1,1,0,0,0,0,0,0
119511,20,22,12,3,2,1,0,0,0,0,0,0
119529,63,77,62,9,16,4,0,0,0,0,0,0
119537,21,50,9,1,3,0,0,0,0,0,0,0
119545,96,85,11,0,0,0,0,0,0,0,0,0
119552,65,31,17,0,0,0,0,0,0,0,0,0
119560,1020,677,169,18,24,14,0,0,0,0,0,0
119578,357,132,209,0,0,0,0,0,0,0,0,0
119586,710,493,349,0,1,5,0,0,0,0,0,0
119602,146,41,12,4,4,2,0,0,0,0,0,0
119750,272,159,85,1,0,1,0,0,0,0,0,0
120899,619,305,216,0,0,0,0,0,0,0,0,0
120907,10400,4491,3100,0,0,0,0,0,0,0,0,0
121111,1605,1189,857,0,0,2,0,0,0,0,0,0
121152,51,40,20,1,0,0,0,0,0,0,0,0
121160,3534,2330,394,5,0,1,0,0,0,0,0,0
121186,152,127,32,0,0,0,0,0,0,0,0,0
121210,8608,2837,8572,0,0,0,0,0,0,0,0,1180
121228,968,1054,268,0,0,0,0,0,0,0,0,0
121236,41,66,24,0,0,0,0,0,0,0,0,0
121244,143,88,85,9,4,0,0,0,0,0,0,0
121251,115,51,31,0,0,0,0,0,0,0,0,0
121277,447,252,289,0,0,2,0,0,0,0,0,0
121285,0,1,0,0,0,0,0,0,0,0,0,0
121293,3025,1245,2083,8,0,4,0,0,0,0,0,0
121301,3784,1644,2195,0,4,55,0,0,0,0,0,0
121319,278,435,390,0,0,0,0,0,0,0,0,0
121327,22284,21614,23111,20,3,3,0,0,0,0,0,3214
121335,9548,6942,3989,0,1,0,0,0,0,0,0,0
121343,221,117,119,0,0,0,0,0,0,0,0,0
121350,360,190,145,0,0,0,0,0,0,0,0,0
121368,185,143,97,0,0,0,0,0,0,0,0,0
121376,3256,1319,1731,1,12,0,0,0,0,0,0,0
121384,8151,3050,3685,0,0,0,0,0,0,0,0,1817
121392,185,198,98,0,0,0,0,0,0,0,0,0
121400,475,127,157,0,0,0,0,0,0,0,0,0
121418,6709,3175,3085,97,67,142,0,0,0,0,0,0
121426,4867,2644,4039,89,19,365,0,0,0,0,0,0
121434,1424,665,770,0,2,2,0,0,0,0,0,0
121442,1474,784,1498,3,0,8,0,0,0,0,0,0
121459,485,225,86,0,0,0,0,0,0,0,0,0
121467,4103,4324,7706,4,2,3,0,0,0,0,0,0
121475,702,361,713,0,0,0,0,0,0,0,0,0
121483,74,66,23,0,0,1,0,0,0,0,0,0
121509,864,534,485,0,0,2,0,0,0,0,0,0
121517,73,27,26,5,0,1,0,0,0,0,0,0
121525,60,49,29,1,2,0,0,0,0,0,0,0
121533,586,310,199,0,1,0,0,0,0,0,0,0
121541,59,25,19,2,0,0,0,0,0,0,0,0
121558,569,808,146,5,7,0,0,0,0,0,0,0
121566,29,27,8,0,0,0,0,0,0,0,0,0
121574,104,74,15,0,0,1,0,0,0,0,0,0
121582,87,39,44,0,2,0,0,0,0,0,0,0
121590,25,20,13,0,0,0,0,0,0,0,0,0
121608,94,75,39,3,2,0,0,0,0,0,0,0
121616,89,50,62,0,0,0,0,0,0,0,0,0
121624,2,0,2,0,0,0,0,0,0,0,0,0
121632,140,88,34,0,1,0,0,0,0,0,0,0
121640,1410,1381,326,0,0,0,0,0,0,0,0,0
121657,1228,991,346,0,0,0,0,0,0,0,0,0
121665,13,3,0,1,2,5,0,0,0,0,0,0
121681,11,17,5,0,0,0,0,0,0,0,0,0
121699,47,40,4,0,0,0,0,0,0,0,0,0
121707,1423,2241,447,35,8,28,0,0,0,0,0,0
121715,286,192,31,18,9,1,0,0,0,0,0,0
121723,111,58,38,3,1,0,0,0,0,0,0,0
121731,123,216,35,0,0,0,0,0,0,0,0,0
121749,237,136,117,0,0,0,0,0,0,0,0,0
121756,324,233,138,0,0,0,0,0,0,0,0,0
121764,95,14,167,0,0,0,0,0,0,0,0,0
121772,187,185,85,0,0,0,0,0,0,0,0,0
121798,234,195,10,1,0,12,0,0,0,0,0,0
121806,50,33,13,0,0,0,0,0,0,0,0,0
121814,1757,1881,317,136,131,75,0,0,0,0,0,0
121822,827,338,257,0,0,0,0,0,0,0,0,0
121830,145,61,25,0,0,7,0,0,0,0,0,0
121855,48,12,7,0,0,0,0,0,0,0,0,0
121863,256,140,236,0,0,0,0,0,0,0,0,0
121871,468,209,170,0,2,0,0,0,0,0,0,0
121889,41,13,10,0,0,0,0,0,0,0,0,0
121897,113,153,74,0,0,0,0,0,0,0,0,0
121905,25,15,13,0,0,0,0,0,0,0,0,0
121921,139,52,33,0,0,0,0,0,0,0,0,0
121954,127,79,33,3,9,0,0,0,0,0,0,0
121962,228,115,40,0,0,0,0,0,0,0,0,0
122044,30198,1223,4250,3,2,1,0,0,0,0,0,0
122051,202,160,63,0,0,0,0,0,0,0,0,0
122069,120,63,12,0,0,0,0,0,0,0,0,0
122077,354,260,122,0,0,1,0,0,0,0,0,0
122085,11,4,0,0,0,0,0,0,0,0,0,0
122119,384,282,112,1,0,0,0,0,0,0,0,0
122127,760,665,293,0,0,0,0,0,0,0,0,0
122135,4698,1691,2551,4,0,0,0,0,0,0,0,0
122143,310,125,185,0,0,0,0,0,0,0,0,0
122150,125,164,42,0,0,0,0,0,0,0,0,0
122168,118,52,5,0,0,0,0,0,0,0,0,0
122176,84,38,14,0,0,0,0,0,0,0,0,0
122200,1637,788,1191,1,0,11,0,0,0,0,0,0
122267,5627,2165,2475,0,0,0,0,0,0,0,0,0
122275,1883,256,1864,0,2,6,0,0,0,0,0,0
122440,5831,3070,3267,1,3,10,0,0,0,0,0,0
122580,5937,3254,2964,0,0,0,0,0,0,0,0,0
122598,215,247,33,0,0,0,0,0,0,0,0,0
122606,246,353,53,0,0,0,0,0,0,0,0,0
122614,248,254,93,0,1,0,0,0,0,0,0,0
122622,147,220,66,0,0,0,0,0,0,0,0,0
122630,4,1,7,0,0,0,0,0,0,0,0,0
122648,367,179,115,1,0,1,0,0,0,0,0,0
122655,913,477,744,0,1,0,0,0,0,0,0,0
122663,1626,674,1025,1,0,1,0,0,0,0,0,0
122671,7264,2163,3143,0,0,5,0,0,0,0,0,0
122689,3579,2601,1984,16,4,28,0,0,0,0,0,0
122697,26209,10545,10806,0,0,0,0,0,0,0,0,0
122705,150,94,32,12,0,0,0,0,0,0,0,0
122713,1155,456,751,0,0,6,0,0,0,0,0,0
122721,2075,853,14474,0,1,2,0,0,0,0,0,0
122739,394,227,130,0,0,0,0,0,0,0,0,0
122747,4870,2943,4038,2,0,7,0,0,0,0,0,0
122754,3757,1186,1748,0,0,0,0,0,0,0,0,0
122762,4983,1315,373,0,0,1,0,0,0,0,0,0
122770,945,833,1103,0,0,0,0,0,0,0,0,0
122788,5861,3050,3567,0,0,0,0,0,0,0,0,0
122796,1114,1127,196,0,0,1,0,0,0,0,0,0
122804,1983,598,12502,1,0,1,0,0,0,0,0,0
122812,16,21,20,0,0,0,0,0,0,0,0,0
122820,6,3,14,0,1,0,0,0,0,0,0,0
122838,84,48,45,0,0,0,0,0,0,0,0,0
122846,165,65,68,0,0,0,0,0,0,0,0,0
122853,0,5,2,0,0,0,0,0,0,0,0,0
122861,914,498,648,1,1,16,0,0,0,0,0,0
122879,160,71,30,1,4,8,0,0,0,0,0,0
122887,240,98,87,3,0,0,0,0,0,0,0,0
122895,117,1011,59,0,0,0,0,0,0,0,0,0
122903,4173,1577,2039,12,1,4,0,0,0,0,0,0
122911,2123,1214,1064,0,0,0,0,0,0,0,0,0
122929,2018,1243,1241,0,0,0,0,0,0,0,0,0
122937,648,421,232,8,7,3,0,0,0,0,0,0
122945,5461,4026,3142,4,0,10,0,0,0,0,0,0
122952,462,305,191,0,0,0,0,0,0,0,0,0
122960,935,450,347,0,0,0,0,0,0,0,0,0
122978,2695,1489,1312,1,10,2,0,0,0,0,0,0
122986,1549,1094,684,0,0,0,0,0,0,0,0,0
122994,814,562,534,0,0,0,0,0,0,0,0,0
123000,1965,781,717,1,0,9,0,0,0,0,0,0
123018,11576,2193,9351,0,0,0,0,0,0,0,0,0
123026,17468,6949,7606,0,0,1,0,0,0,0,0,0
123034,1373,813,728,21,16,11,0,0,0,0,0,13
123042,6,6,3,0,1,0,0,0,0,0,0,0
123059,91,133,47,0,0,0,0,0,0,0,0,0
123067,54,54,65,0,0,0,0,0,0,0,0,0
123075,11,26,2,0,0,0,0,0,0,0,0,0
123083,70,54,14,0,0,0,0,0,0,0,0,0
123091,101,52,76,0,2,3,0,0,0,0,0,0
123109,6,1,3,0,0,0,0,0,0,0,0,0
123117,109,44,10,0,0,0,0,0,0,0,0,0
123125,2165,2000,378,0,0,0,0,0,0,0,0,0
123133,75,55,16,1,0,2,0,0,0,0,0,0
123141,27,46,21,0,0,0,0,0,0,0,0,0
123158,78,46,10,0,0,0,0,0,0,0,0,0
123166,129,90,28,0,0,0,0,0,0,0,0,0
123174,140,114,48,0,0,2,0,0,0,0,0,0
123182,132,50,9,0,0,0,0,0,0,0,0,0
123190,2241,1887,1258,0,0,0,0,0,0,0,0,0
123208,159,64,43,2,0,0,0,0,0,0,0,0
123216,48,32,19,0,0,0,0,0,0,0,0,0
123224,119,101,23,0,0,1,0,0,0,0,0,0
123232,38,35,21,168,77,124,0,0,0,0,0,0
123240,43,81,44,0,0,0,0,0,0,0,0,0
123257,208,128,42,0,0,0,0,0,0,0,0,0
123265,614,335,413,2,0,4,0,0,0,0,0,0
123273,131,341,205,4,8,3,0,0,0,0,0,0
123281,7017,3560,3324,72,55,15,0,0,0,0,0,0
123299,1963,90,2028,0,0,2,0,0,0,0,0,0
123307,582,388,222,0,0,0,0,0,0,0,0,0
123315,240,167,99,0,0,1,0,0,0,0,0,0
123323,1211,529,688,1,0,1,0,0,0,0,0,0
123331,7705,3823,2236,0,0,0,0,0,0,0,0,0
123356,6382,2349,2637,17,8,0,0,0,0,0,0,0
123364,1198,1376,333,0,0,0,0,0,0,0,0,0
123372,130,62,33,2,0,0,0,0,0,0,0,0
123380,162,169,52,0,0,3,0,0,0,0,0,0
123398,188,97,47,22,11,13,0,0,0,0,0,0
123406,235,147,67,0,0,0,0,0,0,0,0,0
123414,67,32,12,0,0,0,0,0,0,0,0,0
123422,29,22,9,0,0,0,0,0,0,0,0,0
123430,2280,1626,1612,0,0,0,0,0,0,0,0,0
123448,69,46,12,0,0,0,0,0,0,0,0,0
