Cartório,Qtd. Nascimentos informados por arquivo,Qtd. Casamentos informados por arquivo,Qtd. Óbitos informados por arquivo,Qtd. Nascimentos informados on-line,Qtd. Casamentos informados on-line,Qtd. Óbitos informados on-line,Qtd. Nascimentos informados por outros meios,Qtd. Casamentos informados por outros meios,Qtd. Óbitos informados por outros meios,Qtd. Nascimentos informados pelo SISOBI,Qtd. Casamentos informados pelo SISOBI,Qtd. Óbitos informados pelo SISOBI
34702,156,28,42,0,0,0,0,0,0,0,0,0
34710,7,8,2,38,13,9,0,0,0,0,0,0
34728,85,35,27,3,2,0,0,0,0,0,0,0
34736,39,11,16,14,2,3,0,0,0,0,0,0
34744,0,0,0,10,3,2,0,0,0,0,0,0
34751,48,24,5,0,0,0,0,0,0,0,0,0
34769,0,2,4,0,0,0,0,0,0,0,0,0
35113,3,27,5,0,0,0,0,0,0,0,0,0
35139,12,3,5,3,1,1,0,0,0,0,0,0
35196,0,0,0,49,12,3,0,0,0,0,0,0
35204,0,0,0,65,9,3,0,0,0,0,0,0
35212,2627,1177,594,0,1,1,0,0,0,0,0,0
35220,0,0,0,16,7,6,0,0,0,0,0,0
35238,1075,320,360,0,0,0,0,0,0,0,0,0
35246,394,110,304,0,0,0,0,0,0,0,0,0
35253,11,50,7,3,13,0,0,0,0,0,0,0
35261,400,113,179,2,4,44,0,0,0,0,0,0
35279,0,0,0,52,50,11,0,0,0,0,0,0
35287,423,121,140,0,0,0,0,0,0,0,0,0
35295,0,0,0,72,48,66,0,0,0,0,0,0
35303,177,115,157,0,0,0,0,0,0,0,0,0
35311,0,0,0,84,38,69,0,0,0,0,0,0
35329,264,90,239,0,0,0,0,0,0,0,0,0
35337,2725,890,1431,0,2,2,0,0,0,0,0,0
35345,34,9,9,0,0,2,0,0,0,0,0,0
35352,40,30,7,6,13,4,0,0,0,0,0,0
35360,19,27,8,0,0,0,0,0,0,0,0,0
35378,0,0,0,51,20,15,0,0,0,0,0,0
35386,26,15,12,7,7,3,0,0,0,0,0,0
35394,208,65,99,0,0,2,0,0,0,0,0,0
35402,48,34,14,0,0,0,0,0,0,0,0,0
35410,1853,436,2256,0,0,0,0,0,0,0,0,0
35485,114,61,121,0,0,0,0,0,0,0,0,0
35493,430,133,217,0,0,0,0,0,0,0,0,0
35501,3591,1834,2685,0,0,5,0,0,0,0,0,0
35519,3492,1787,1118,0,6,2,0,0,0,0,0,0
35527,516,191,192,0,0,0,0,0,0,0,0,0
35535,363,249,258,0,0,0,0,0,0,0,0,0
35543,2,4,1,5,3,3,0,0,0,0,0,0
35550,472,190,292,0,5,1,0,0,0,0,0,0
35568,396,255,257,0,0,0,0,0,0,0,0,0
35576,0,0,0,77,36,31,0,0,0,0,0,0
35584,440,249,410,0,0,0,0,0,0,0,0,0
35592,1731,595,1310,0,0,0,0,0,0,0,0,0
35600,660,250,596,0,0,0,0,0,0,0,0,0
35618,70,92,130,0,0,1,0,0,0,0,0,0
35626,321,74,111,0,0,0,0,0,0,0,0,0
35634,1219,556,555,0,1,1,0,0,0,0,0,0
35642,251,110,85,0,0,0,0,0,0,0,0,0
35659,31,21,4,0,0,0,0,0,0,0,0,0
35667,366,112,183,62,0,33,0,0,0,0,0,0
35675,798,311,452,3,0,0,0,0,0,0,0,0
35683,244,73,154,0,0,0,0,0,0,0,0,0
35691,330,130,98,0,0,0,0,0,0,0,0,0
35717,2686,1160,909,3,0,1,0,0,0,0,0,0
35725,76,29,37,0,0,0,0,0,0,0,0,0
35733,309,127,280,212,70,181,0,0,0,0,0,0
35741,9009,2447,6144,0,1,7,0,0,0,0,0,0
35758,325,94,109,41,12,14,0,0,0,0,0,0
35766,0,0,0,2,0,2,0,0,0,0,0,0
35774,176,78,42,0,0,0,0,0,0,0,0,0
35782,0,0,0,4,6,2,0,0,0,0,0,0
35790,873,336,531,0,0,0,0,0,0,0,0,0
35808,1366,558,516,0,0,1,0,0,0,0,0,0
35816,488,158,204,0,0,4,0,0,0,0,0,0
35824,63,65,37,14,8,1,0,0,0,0,0,0
35832,103,73,41,33,31,13,0,0,0,0,0,0
35840,289,134,223,0,0,0,0,0,0,0,0,0
35857,1395,444,543,0,0,0,0,0,0,0,0,0
35865,6,2,4,1,0,0,0,0,0,0,0,0
35873,6,0,4,1,0,0,0,0,0,0,0,0
35881,959,459,834,0,0,0,0,0,0,0,0,0
35907,2067,676,1703,0,0,5,0,0,0,0,0,0
35915,0,0,0,10,0,1,0,0,0,0,0,0
35923,369,189,197,0,0,0,0,0,0,0,0,0
35931,7562,2461,2884,0,0,0,0,0,0,0,0,0
35949,3073,1127,1597,0,0,0,0,0,0,0,0,0
35956,2553,743,1721,0,0,0,0,0,0,0,0,0
35964,2585,1105,3461,0,1,5,0,0,0,0,0,0
35972,183,91,60,0,0,0,0,0,0,0,0,0
35980,75,41,19,0,0,0,0,0,0,0,0,0
35998,113,49,43,0,0,0,0,0,0,0,0,0
36004,2259,630,985,0,0,0,0,0,0,0,0,0
36012,738,728,507,0,0,4,0,0,0,0,0,0
36020,235,102,86,0,0,0,0,0,0,0,0,0
36038,2029,655,594,1,3,6,0,0,0,0,0,0
36046,1083,375,588,0,0,39,0,0,0,0,0,0
36053,2212,717,1069,0,7,5,0,0,0,0,0,0
36061,1030,257,250,0,0,0,0,0,0,0,0,0
36079,0,4,0,1,2,0,0,0,0,0,0,0
36087,172,66,58,0,0,0,0,0,0,0,0,0
36095,400,139,294,0,0,11,0,0,0,0,0,0
36103,1,0,1,0,0,0,0,0,0,0,0,0
36111,0,0,0,46,33,6,0,0,0,0,0,0
36129,13,15,7,1,0,1,0,0,0,0,0,0
36137,215,118,35,0,0,0,0,0,0,0,0,0
36145,29,10,10,4,4,3,0,0,0,0,0,0
36152,0,0,0,1,0,0,0,0,0,0,0,0
36160,65,45,10,0,0,0,0,0,0,0,0,0
36178,3,4,0,6,10,4,0,0,0,0,0,0
36186,0,0,0,120,40,36,0,0,0,0,0,0
36194,16,11,9,0,0,0,0,0,0,0,0,0
36202,5,8,9,7,5,0,0,0,0,0,0,0
36210,85,23,28,0,0,0,0,0,0,0,0,0
36228,0,0,0,52,19,4,0,0,0,0,0,0
36236,29,14,13,0,0,0,0,0,0,0,0,0
36244,3,0,0,6,9,8,0,0,0,0,0,0
36251,92,30,14,0,0,0,0,0,0,0,0,0
36269,149,49,78,0,0,57,0,0,0,0,0,0
36277,306,56,42,0,3,0,0,0,0,0,0,0
36285,3,1,0,0,0,0,0,0,0,0,0,0
36293,120,99,67,3,4,7,0,0,0,0,0,0
36301,88,32,19,25,6,6,0,0,0,0,0,0
36319,0,0,0,1,1,2,0,0,0,0,0,0
36327,47,29,31,7,2,3,0,0,0,0,0,0
36335,447,165,415,39,31,50,0,0,0,0,0,0
36343,471,195,266,59,13,51,0,0,0,0,0,0
36350,530,216,304,0,2,2,0,0,0,0,0,0
36376,1256,840,341,0,0,0,0,0,0,0,0,0
36384,445,133,320,76,29,61,0,0,0,0,0,0
36392,8,4,11,0,0,2,0,0,0,0,0,0
36400,843,278,228,0,0,0,0,0,0,0,0,0
36418,647,256,203,0,0,0,0,0,0,0,0,0
36426,825,257,322,1,0,0,0,0,0,0,0,0
36434,0,0,0,173,77,41,0,0,0,0,0,0
36442,14,9,8,0,0,0,0,0,0,0,0,0
36459,0,0,0,3,7,0,0,0,0,0,0,0
36467,54,29,16,0,0,0,0,0,0,0,0,0
36475,65,19,12,474,160,233,0,0,0,0,0,0
36483,129,37,76,0,0,6,0,0,0,0,0,0
36491,204,79,65,0,0,0,0,0,0,0,0,0
36509,12,6,10,2,0,1,0,0,0,0,0,0
36517,83,35,38,0,0,1,0,0,0,0,0,0
36525,82,54,20,0,0,0,0,0,0,0,0,0
36533,117,66,66,0,0,0,0,0,0,0,0,0
36541,294,141,160,0,0,0,0,0,0,0,0,0
36558,0,0,0,105,72,53,0,0,0,0,0,0
36566,0,0,0,109,38,34,0,0,0,0,0,0
36574,3,0,3,0,0,1,0,0,0,0,0,0
36582,57,19,16,35,24,17,0,0,0,0,0,0
36590,95,54,21,20,10,4,0,0,0,0,0,0
36608,45,49,14,1,7,2,0,0,0,0,0,0
36616,10,18,6,11,18,5,0,0,0,0,0,0
36624,7,4,0,8,5,6,0,0,0,0,0,0
36632,1,0,1,61,39,19,0,0,0,0,0,0
36640,5,0,2,1,0,0,0,0,0,0,0,0
36657,25,11,8,14,6,1,0,0,0,0,0,0
36665,7,6,3,0,0,0,0,0,0,0,0,0
36673,4,21,0,5,16,0,0,0,0,0,0,0
36681,22,4,4,0,0,0,0,0,0,0,0,0
36699,11,4,8,43,17,17,0,0,0,0,0,0
36707,10,0,3,1,4,3,0,0,0,0,0,0
36715,0,0,0,11,5,3,0,0,0,0,0,0
36731,32,21,11,0,0,1,0,0,0,0,0,0
36749,0,0,0,29,21,12,0,0,0,0,0,0
36756,15,3,1,26,5,4,0,0,0,0,0,0
36772,200,54,28,0,0,152,0,0,0,0,0,0
36780,31,44,6,0,0,0,0,0,0,0,0,0
36798,34,12,16,0,0,0,0,0,0,0,0,0
36806,5,3,0,3,0,0,0,0,0,0,0,0
36814,45,32,26,0,0,1,0,0,0,0,0,0
36822,233,94,32,0,0,0,0,0,0,0,0,0
36830,14,4,4,22,19,4,0,0,0,0,0,0
36848,40,31,26,0,0,0,0,0,0,0,0,0
36855,0,0,0,16,14,5,0,0,0,0,0,0
36863,224,98,67,0,0,34,0,0,0,0,0,0
36871,0,0,0,13,8,9,0,0,0,0,0,0
36889,33,16,12,0,0,0,0,0,0,0,0,0
36897,15,13,2,0,0,0,0,0,0,0,0,0
36905,99,29,14,1,0,6,0,0,0,0,0,0
36913,27,1,5,94,42,8,0,0,0,0,0,0
36921,0,0,0,129,17,39,0,0,0,0,0,0
36939,28,17,12,0,0,0,0,0,0,0,0,0
36947,0,0,1,0,0,0,0,0,0,0,0,0
36954,154,47,46,0,0,0,0,0,0,0,0,0
36970,5,41,0,0,0,11,0,0,0,0,0,0
36988,0,0,0,76,36,31,0,0,0,0,0,0
36996,101,42,30,0,0,0,0,0,0,0,0,0
37002,5,3,2,56,9,11,0,0,0,0,0,0
37010,25,9,5,0,0,0,0,0,0,0,0,0
37028,606,342,141,0,0,0,0,0,0,0,0,0
37036,67,34,14,0,0,0,0,0,0,0,0,0
37044,81,52,18,0,0,0,0,0,0,0,0,0
37051,352,173,170,0,0,0,0,0,0,0,0,0
37069,0,0,0,26,34,8,0,0,0,0,0,0
37077,40,13,6,64,34,13,0,0,0,0,0,0
37085,40,17,20,0,0,0,0,0,0,0,0,0
37093,239,105,44,0,0,0,0,0,0,0,0,0
37101,0,0,0,7,0,2,0,0,0,0,0,0
37119,20,26,7,0,1,0,0,0,0,0,0,0
37135,0,0,0,0,0,2,0,0,0,0,0,0
37143,4,3,0,18,2,1,0,0,0,0,0,0
37168,154,29,53,2,0,19,0,0,0,0,0,0
37176,137,79,26,0,0,0,0,0,0,0,0,0
37184,133,49,22,3,21,2,0,0,0,0,0,0
37200,59,46,11,0,0,0,0,0,0,0,0,0
37218,2,5,4,0,0,0,0,0,0,0,0,0
37226,27,19,8,4,0,0,0,0,0,0,0,0
37234,89,41,4,0,0,0,0,0,0,0,0,0
37242,27,7,1,0,0,0,0,0,0,0,0,0
37259,26,12,4,6,0,0,0,0,0,0,0,0
37267,0,0,0,58,55,17,0,0,0,0,0,0
37275,1,0,0,67,45,24,0,0,0,0,0,0
37283,0,0,0,7,23,8,0,0,0,0,0,0
37291,48,25,9,0,0,0,0,0,0,0,0,0
37309,8,6,2,51,63,7,0,0,0,0,0,0
37317,36,16,20,1,0,0,0,0,0,0,0,0
37325,227,61,53,0,0,0,0,0,0,0,0,0
37333,57,28,13,3,3,2,0,0,0,0,0,0
37341,6,6,1,11,10,0,0,0,0,0,0,0
37358,13,18,2,1,0,0,0,0,0,0,0,0
37366,52,58,39,4,0,11,0,0,0,0,0,0
37374,0,0,0,9,6,2,0,0,0,0,0,0
37382,174,100,35,0,0,0,0,0,0,0,0,0
37390,136,42,17,0,0,0,0,0,0,0,0,0
37408,10,1,2,4,0,1,0,0,0,0,0,0
37416,83,40,24,61,18,17,0,0,0,0,0,0
37424,69,53,27,5,2,1,0,0,0,0,0,0
37432,3244,1439,1020,0,2,0,0,0,0,0,0,0
37440,0,0,0,22,48,20,0,0,0,0,0,0
37457,106,80,64,0,0,0,0,0,0,0,0,0
37465,577,202,301,56,18,40,0,0,0,0,0,0
37473,18,11,5,95,39,19,0,0,0,0,0,0
37481,0,0,0,13,11,4,0,0,0,0,0,0
37507,86,41,69,6,5,20,0,0,0,0,0,0
37515,25,10,9,0,0,0,0,0,0,0,0,0
37523,143,62,18,0,0,1,0,0,0,0,0,0
37531,72,46,21,0,0,3,0,0,0,0,0,0
37549,146,71,41,0,2,0,0,0,0,0,0,0
37556,0,0,2,1,0,3,0,0,0,0,0,0
37564,56,22,13,0,0,0,0,0,0,0,0,0
37572,8,2,0,7,3,2,0,0,0,0,0,0
37580,6,0,0,7,6,2,0,0,0,0,0,0
37598,63,15,36,0,0,0,0,0,0,0,0,0
37606,2,2,1,0,0,0,0,0,0,0,0,0
37614,17,24,19,0,1,0,0,0,0,0,0,0
37622,239,35,57,0,0,0,0,0,0,0,0,0
37630,4,4,0,2,2,1,0,0,0,0,0,0
37655,34,20,9,0,0,0,0,0,0,0,0,0
37663,8,35,2,18,17,10,0,0,0,0,0,0
37671,90,25,45,4,0,2,0,0,0,0,0,0
37689,93,36,57,0,1,3,0,0,0,0,0,0
37697,141,54,90,0,0,0,0,0,0,0,0,0
37705,0,0,0,18,7,5,0,0,0,0,0,0
37713,74,41,29,1,1,1,0,0,0,0,0,0
37721,2,2,1,4,2,3,0,0,0,0,0,0
37739,56,28,1,0,2,0,0,0,0,0,0,0
37747,47,11,5,0,0,24,0,0,0,0,0,0
37754,23,50,48,0,0,0,0,0,0,0,0,0
37762,63,27,7,0,0,0,0,0,0,0,0,0
37770,66,36,13,0,5,1,0,0,0,0,0,0
37788,3,5,0,2,1,1,0,0,0,0,0,0
37796,4,10,5,0,1,0,0,0,0,0,0,0
37804,22,18,4,0,0,0,0,0,0,0,0,0
37812,33,55,24,0,0,6,0,0,0,0,0,0
37820,0,0,0,14,10,5,0,0,0,0,0,0
37838,36,48,11,0,0,0,0,0,0,0,0,0
37846,29,15,9,0,0,1,0,0,0,0,0,0
37853,308,98,93,0,0,0,0,0,0,0,0,0
37861,4,0,5,2,0,4,0,0,0,0,0,0
37879,72,32,16,10,5,0,0,0,0,0,0,0
37887,0,0,0,7,15,4,0,0,0,0,0,0
37895,0,0,0,26,9,3,0,0,0,0,0,0
37903,1,0,0,130,56,38,0,0,0,0,0,0
37911,92,35,31,0,0,0,0,0,0,0,0,0
37937,8,0,2,0,0,0,0,0,0,0,0,0
37945,79,31,28,0,0,1,0,0,0,0,0,0
37952,93,66,56,0,0,0,0,0,0,0,0,0
37960,0,0,0,30,12,6,0,0,0,0,0,0
37978,0,0,0,43,33,7,0,0,0,0,0,0
37986,20,19,7,0,0,0,0,0,0,0,0,0
37994,0,0,0,5,1,5,0,0,0,0,0,0
38000,63,29,19,0,0,0,0,0,0,0,0,0
38018,0,0,0,81,57,38,0,0,0,0,0,0
38026,111,63,48,0,5,2,0,0,0,0,0,0
38034,0,0,0,26,7,12,0,0,0,0,0,0
38042,13,11,4,0,0,0,0,0,0,0,0,0
38059,39,25,14,0,0,0,0,0,0,0,0,0
38067,99,50,36,69,42,29,0,0,0,0,0,0
38075,27,12,12,6,3,2,0,0,0,0,0,0
38083,3,2,0,1,6,5,0,0,0,0,0,0
38091,30,28,7,0,0,0,0,0,0,0,0,0
38109,22,19,5,0,0,0,0,0,0,0,0,0
38117,119,92,93,0,0,0,0,0,0,0,0,0
38125,6,8,2,7,4,4,0,0,0,0,0,0
38133,299,104,66,2,2,0,0,0,0,0,0,0
38141,0,0,0,112,69,71,0,0,0,0,0,0
38158,96,64,43,49,21,18,0,0,0,0,0,0
38166,13,11,5,0,0,0,0,0,0,0,0,0
38174,0,0,0,3,0,0,0,0,0,0,0,0
38182,43,22,18,12,7,9,0,0,0,0,0,0
38190,98,88,1,0,0,39,0,0,0,0,0,0
38208,0,0,0,0,0,16,0,0,0,0,0,0
38216,55,21,4,26,10,6,0,0,0,0,0,0
38224,122,48,29,0,0,0,0,0,0,0,0,0
38232,90,49,18,0,0,0,0,0,0,0,0,0
38240,14,5,2,12,6,5,0,0,0,0,0,0
38257,0,0,1,10,10,5,0,0,0,0,0,0
38265,70,51,30,3,0,5,0,0,0,0,0,0
38273,0,0,0,1257,1228,22,0,0,0,0,0,0
38299,57,35,14,0,0,0,0,0,0,0,0,0
38307,35,10,6,6,14,2,0,0,0,0,0,0
38315,21,32,3,9,6,2,0,0,0,0,0,0
38331,40,15,13,0,4,3,0,0,0,0,0,0
38349,25,16,8,2,1,1,0,0,0,0,0,0
38356,87,32,16,3,0,0,0,0,0,0,0,0
38364,203,52,49,0,0,0,0,0,0,0,0,0
38372,130,59,48,53,16,11,0,0,0,0,0,0
38380,0,0,0,19,6,11,0,0,0,0,0,0
38398,357,75,114,0,0,0,0,0,0,0,0,0
38406,0,0,0,1,0,1,0,0,0,0,0,0
38414,6,2,5,6,4,3,0,0,0,0,0,0
38430,0,0,0,5,5,0,0,0,0,0,0,0
38448,7,0,0,218,82,45,0,0,0,0,0,0
38455,7,3,4,4,0,0,0,0,0,0,0,0
38463,115,90,111,0,0,0,0,0,0,0,0,0
40055,17,6,5,4,2,1,0,0,0,0,0,0
40113,0,0,0,141,57,58,0,0,0,0,0,0
40139,86,113,77,0,0,0,0,0,0,0,0,0
40154,61,57,14,0,0,0,0,0,0,0,0,0
40345,0,0,0,14,11,3,0,0,0,0,0,0
41046,368,126,324,14,3,1,0,0,0,0,0,0
41731,3,3,5,0,0,0,0,0,0,0,0,0
41749,2225,2162,968,0,0,0,0,0,0,0,0,0
41756,72,44,38,13,7,9,0,0,0,0,0,0
41962,14,5,5,173,77,61,0,0,0,0,0,0
41970,1,1,3,28,24,22,0,0,0,0,0,0
41996,178,79,128,0,0,0,0,0,0,0,0,0
42002,1416,607,1141,0,0,3,0,0,0,0,0,0
42010,427,225,153,0,0,0,0,0,0,0,0,0
42028,14,0,1,0,0,0,0,0,0,0,0,0
42036,277,110,126,1,0,0,0,0,0,0,0,0
42044,115,28,29,0,0,2,0,0,0,0,0,0
42051,844,246,435,0,0,0,0,0,0,0,0,0
42069,87,72,12,4,0,0,0,0,0,0,0,0
42077,0,1,0,2,2,5,0,0,0,0,0,0
42085,2631,845,1671,0,1,1,0,0,0,0,0,0
42093,2,0,0,2,0,1,0,0,0,0,0,0
42101,324,118,163,0,0,0,0,0,0,0,0,0
42119,962,359,375,0,0,0,0,0,0,0,0,0
42127,237,122,145,0,0,0,0,0,0,0,0,0
42135,9,6,3,0,0,0,0,0,0,0,0,0
42143,44,26,7,0,0,5,0,0,0,0,0,0
42150,394,187,230,0,0,0,0,0,0,0,0,0
42168,311,184,122,7,11,10,0,0,0,0,0,0
42176,346,146,172,0,0,0,0,0,0,0,0,0
42184,284,169,144,0,0,0,0,0,0,0,0,0
42192,210,65,59,0,0,0,0,0,0,0,0,0
42200,87,35,49,0,0,0,0,0,0,0,0,0
42218,218,71,94,0,0,0,0,0,0,0,0,0
42226,677,300,220,0,0,1,0,0,0,0,0,0
42234,79,41,31,0,0,0,0,0,0,0,0,0
42242,3553,1288,2951,5,0,0,0,0,0,0,0,0
42259,1080,341,463,5,0,3,0,0,0,0,0,0
42267,143,52,22,8,1,2,0,0,0,0,0,0
42275,503,234,198,0,0,0,0,0,0,0,0,0
42283,307,85,87,3,1,3,0,0,0,0,0,0
42291,461,198,126,1,0,17,0,0,0,0,0,0
42309,685,175,156,0,0,4,0,0,0,0,0,0
42317,0,0,0,108,67,69,0,0,0,0,0,0
42325,167,59,71,13,11,7,0,0,0,0,0,0
42333,12,17,4,0,0,0,0,0,0,0,0,0
42341,1407,418,1180,0,0,2,0,0,0,0,0,0
42358,121,51,8,0,0,16,0,0,0,0,0,0
42366,161,56,87,0,0,0,0,0,0,0,0,0
42374,0,0,0,4,0,0,0,0,0,0,0,0
42382,16,15,10,0,0,0,0,0,0,0,0,0
42390,14,4,2,8,2,1,0,0,0,0,0,0
42408,112,51,16,7,4,2,0,0,0,0,0,0
42416,1480,470,493,14,18,44,0,0,0,0,0,0
42424,1,1,1,0,0,1,0,0,0,0,0,0
42432,206,147,864,0,0,0,0,0,0,0,0,0
42440,73,47,75,0,0,0,0,0,0,0,0,0
42457,129,37,129,138,55,116,0,0,0,0,0,0
42465,90,46,30,10,3,4,0,0,0,0,0,0
42473,31,14,22,0,0,1,0,0,0,0,0,0
42481,18,9,1,9,2,2,0,0,0,0,0,0
42499,0,0,0,5,2,1,0,0,0,0,0,0
42507,33,18,5,0,0,0,0,0,0,0,0,0
42515,11,13,7,0,0,0,0,0,0,0,0,0
42523,1,2,0,4,1,2,0,0,0,0,0,0
42531,10,12,13,0,0,0,0,0,0,0,0,0
42549,0,0,0,94,66,72,0,0,0,0,0,0
42556,4570,2248,3005,18,0,14,0,0,0,0,0,0
42564,23,22,20,0,0,0,0,0,0,0,0,0
42572,3,2,1,20,21,10,0,0,0,0,0,0
42580,5,0,0,0,0,0,0,0,0,0,0,0
42598,261,89,133,0,0,0,0,0,0,0,0,0
42614,731,158,266,3,1,3,0,0,0,0,0,0
42622,0,0,1,0,2,2,0,0,0,0,0,0
42630,1,0,1,0,1,0,0,0,0,0,0,0
42648,0,0,0,48,14,14,0,0,0,0,0,0
42655,29,6,7,1,1,2,0,0,0,0,0,0
42663,0,0,0,22,0,0,0,0,0,0,0,0
42671,91,40,10,0,0,10,0,0,0,0,0,0
42689,150,45,94,10,5,18,0,0,0,0,0,0
42697,0,0,0,3,0,0,0,0,0,0,0,0
42705,116,38,18,19,6,6,0,0,0,0,0,0
42713,195,97,48,9,0,2,0,0,0,0,0,0
42721,0,0,0,22,24,122,0,0,0,0,0,0
42739,4,6,7,0,2,0,0,0,0,0,0,0
42747,86,50,43,1,2,6,0,0,0,0,0,0
42754,104,86,33,0,0,2,0,0,0,0,0,0
42762,18,18,12,9,1,6,0,0,0,0,0,0
42770,112,41,22,0,0,0,0,0,0,0,0,0
42788,10,0,2,0,0,0,0,0,0,0,0,0
42796,0,0,0,30,55,11,0,0,0,0,0,0
42812,54,14,9,0,0,5,0,0,0,0,0,0
42820,269,37,23,0,0,50,0,0,0,0,0,0
42838,52,22,14,0,0,0,0,0,0,0,0,0
42846,74,22,50,0,0,6,0,0,0,0,0,0
42853,25,1,3,7,9,0,0,0,0,0,0,0
42861,66,9,26,0,0,0,0,0,0,0,0,0
42879,20,5,9,11,2,1,0,0,0,0,0,0
42887,0,0,0,0,1,0,0,0,0,0,0,0
42895,213,114,31,0,1,0,0,0,0,0,0,0
42903,8,10,4,9,5,8,0,0,0,0,0,0
42929,38,33,10,0,0,0,0,0,0,0,0,0
42937,83,29,18,107,60,15,0,0,0,0,0,0
42945,194,72,123,2,1,3,0,0,0,0,0,0
42952,27,15,7,0,0,14,0,0,0,0,0,0
42960,0,0,0,0,0,14,0,0,0,0,0,0
42978,2,1,0,0,0,0,0,0,0,0,0,0
42986,15,9,5,7,0,1,0,0,0,0,0,0
42994,44,34,15,0,0,2,0,0,0,0,0,0
43000,233,83,35,2,0,2,0,0,0,0,0,0
43018,0,0,0,26,16,8,0,0,0,0,0,0
43026,0,0,0,20,8,3,0,0,0,0,0,0
43034,0,0,0,54,0,50,0,0,0,0,0,0
43059,0,0,0,32,19,14,0,0,0,0,0,0
43067,107,102,34,0,0,0,0,0,0,0,0,0
43075,4,8,0,3,1,1,0,0,0,0,0,0
43083,36,4,4,0,0,0,0,0,0,0,0,0
43091,30,6,8,108,32,36,0,0,0,0,0,0
43109,166,36,43,0,0,0,0,0,0,0,0,0
43117,70,40,25,0,0,0,0,0,0,0,0,0
43125,0,0,1,2,1,3,0,0,0,0,0,0
43133,2,1,1,2,0,0,0,0,0,0,0,0
43141,145,107,29,0,0,0,0,0,0,0,0,0
43158,3,6,5,9,5,2,0,0,0,0,0,0
43166,0,0,0,5,6,10,0,0,0,0,0,0
43174,0,0,0,0,1,0,0,0,0,0,0,0
43182,56,20,27,0,0,0,0,0,0,0,0,0
43190,233,72,161,0,0,1,0,0,0,0,0,0
43208,0,0,0,25,7,10,0,0,0,0,0,0
43216,308,70,170,0,0,0,0,0,0,0,0,0
43224,0,0,0,19,9,3,0,0,0,0,0,0
43232,25,15,9,4,3,3,0,0,0,0,0,0
43240,78,10,5,26,0,59,0,0,0,0,0,0
43257,41,21,12,11,2,3,0,0,0,0,0,0
43265,105,52,15,0,0,0,0,0,0,0,0,0
43273,0,0,0,2,0,1,0,0,0,0,0,0
43281,0,0,0,45,7,2,0,0,0,0,0,0
43307,61,35,12,0,0,0,0,0,0,0,0,0
43315,98,38,9,0,0,0,0,0,0,0,0,0
43323,16,6,6,0,0,0,0,0,0,0,0,0
43331,37,26,12,0,0,0,0,0,0,0,0,0
43349,160,72,30,0,0,0,0,0,0,0,0,0
43364,1,2,1,0,0,0,0,0,0,0,0,0
43372,0,0,0,2,1,0,0,0,0,0,0,0
43562,0,0,0,0,2,0,0,0,0,0,0,0
43570,187,92,72,34,5,14,0,0,0,0,0,0
43687,3,0,3,0,0,0,0,0,0,0,0,0
43711,0,0,0,5,2,1,0,0,0,0,0,0
43877,16,35,21,4,8,3,0,0,0,0,0,0
43885,5,10,0,38,5,21,0,0,0,0,0,0
43901,15,7,7,0,1,5,0,0,0,0,0,0
43919,5,4,1,0,0,0,0,0,0,0,0,0
43927,110,28,22,0,0,0,0,0,0,0,0,0
43950,65,8,20,0,0,0,0,0,0,0,0,0
43968,13,20,1,0,0,5,0,0,0,0,0,0
43976,82,30,36,0,0,0,0,0,0,0,0,0
43992,0,0,0,76,86,10,0,0,0,0,0,0
44040,0,0,0,0,0,2,0,0,0,0,0,0
44057,1822,819,1213,0,1,1,0,0,0,0,0,0
44081,84,74,52,6,6,5,0,0,0,0,0,0
44099,27,16,14,0,0,3,0,0,0,0,0,0
44115,139,76,23,0,0,0,0,0,0,0,0,0
44123,34,19,19,0,1,0,0,0,0,0,0,0
44164,299,127,0,7,3,34,0,0,0,0,0,0
44172,1,2,0,72,28,6,0,0,0,0,0,0
44180,0,0,0,68,42,30,0,0,0,0,0,0
44222,504,165,222,0,0,0,0,0,0,0,0,0
44230,24,10,1,0,0,0,0,0,0,0,0,0
44263,0,0,0,2,1,4,0,0,0,0,0,0
44271,208,123,34,0,0,1,0,0,0,0,0,0
44289,309,155,220,0,0,0,0,0,0,0,0,0
44297,348,177,202,0,0,0,0,0,0,0,0,0
44305,892,570,294,0,0,0,0,0,0,0,0,0
44313,0,0,0,17,8,4,0,0,0,0,0,0
44321,581,176,339,6,46,0,0,0,0,0,0,0
44347,534,215,271,0,0,0,0,0,0,0,0,0
44354,2565,828,932,0,0,1,0,0,0,0,0,0
44362,1481,447,481,0,95,1,0,0,0,0,0,0
44370,857,252,253,92,46,10,0,0,0,0,0,0
44388,246,98,84,0,7,6,0,0,0,0,0,0
44396,1395,1410,1204,2,0,0,0,0,0,0,0,0
44412,0,0,0,0,0,1,0,0,0,0,0,0
44420,755,439,316,0,0,0,0,0,0,0,0,0
44438,6,0,0,0,0,0,0,0,0,0,0,0
44446,1994,1498,137,0,0,0,0,0,0,0,0,0
44453,670,258,373,0,0,0,0,0,0,0,0,0
44461,41,10,18,0,0,2,0,0,0,0,0,0
44479,191,115,28,0,1,0,0,0,0,0,0,0
44495,399,187,150,0,0,0,0,0,0,0,0,0
44503,694,137,369,0,0,0,0,0,0,0,0,0
44511,39,5,9,1,0,0,0,0,0,0,0,0
