"co_ibge";"uf";"cidade";"bcg";"hepatiteb";"polio";"tetravalente";"rotavirus";"mes";"ano"
"291420";"BA";"Irajuba";"44";"";"25";"";"27";"12";"2017"
"291430";"BA";"Iramaia";"62";"";"93";"";"76";"12";"2017"
"291440";"BA";"Iraquara";"441";"";"301";"";"291";"12";"2017"
"291450";"BA";"Irará";"282";"";"282";"";"266";"12";"2017"
"291460";"BA";"Irecê";"537";"";"521";"";"566";"12";"2017"
"291465";"BA";"Itabela";"417";"";"396";"";"379";"12";"2017"
"291470";"BA";"Itaberaba";"1185";"";"488";"";"454";"12";"2017"
"291480";"BA";"Itabuna";"4261";"";"1910";"";"1840";"12";"2017"
"291490";"BA";"Itacaré";"56";"";"137";"";"120";"12";"2017"
"291500";"BA";"Itaeté";"123";"";"122";"";"148";"12";"2017"
"291510";"BA";"Itagi";"88";"";"162";"";"157";"12";"2017"
"291520";"BA";"Itagibá";"110";"";"150";"";"140";"12";"2017"
"291530";"BA";"Itagimirim";"25";"";"34";"";"35";"12";"2017"
"291535";"BA";"Itaguaçu da Bahia";"142";"";"114";"";"111";"12";"2017"
"291540";"BA";"Itaju do Colônia";"104";"";"98";"";"92";"12";"2017"
"291550";"BA";"Itajuípe";"166";"";"211";"";"179";"12";"2017"
"291560";"BA";"Itamaraju";"1048";"";"911";"";"673";"12";"2017"
"291570";"BA";"Itamari";"25";"";"23";"";"36";"12";"2017"
"291580";"BA";"Itambé";"250";"";"183";"";"257";"12";"2017"
"291590";"BA";"Itanagra";"61";"";"82";"";"82";"12";"2017"
"291600";"BA";"Itanhém";"193";"";"191";"";"181";"12";"2017"
"291610";"BA";"Itaparica";"64";"";"126";"";"96";"12";"2017"
"291620";"BA";"Itapé";"105";"";"128";"";"126";"12";"2017"
"291630";"BA";"Itapebi";"64";"";"45";"";"35";"12";"2017"
"291640";"BA";"Itapetinga";"917";"";"543";"";"502";"12";"2017"
"291650";"BA";"Itapicuru";"232";"";"321";"";"315";"12";"2017"
"291660";"BA";"Itapitanga";"28";"";"51";"";"43";"12";"2017"
"291670";"BA";"Itaquara";"";"";"2";"";"1";"12";"2017"
"291680";"BA";"Itarantim";"38";"";"105";"";"84";"12";"2017"
"291685";"BA";"Itatim";"196";"";"235";"";"231";"12";"2017"
"291690";"BA";"Itiruçu";"53";"";"56";"";"65";"12";"2017"
"291700";"BA";"Itiúba";"400";"";"389";"";"423";"12";"2017"
"291710";"BA";"Itororó";"62";"";"72";"";"74";"12";"2017"
"291720";"BA";"Ituaçu";"174";"";"226";"";"205";"12";"2017"
"291730";"BA";"Ituberá";"303";"";"267";"";"251";"12";"2017"
"291733";"BA";"Iuiú";"92";"";"100";"";"106";"12";"2017"
"291735";"BA";"Jaborandi";"98";"";"93";"";"80";"12";"2017"
"291740";"BA";"Jacaraci";"111";"";"117";"";"109";"12";"2017"
"291750";"BA";"Jacobina";"1810";"";"1087";"";"1058";"12";"2017"
"291760";"BA";"Jaguaquara";"583";"";"437";"";"382";"12";"2017"
"291770";"BA";"Jaguarari";"316";"";"338";"";"333";"12";"2017"
"291780";"BA";"Jaguaripe";"113";"";"156";"";"153";"12";"2017"
"291790";"BA";"Jandaíra";"6";"";"123";"";"119";"12";"2017"
"291800";"BA";"Jequié";"4205";"";"1820";"";"1725";"12";"2017"
"291810";"BA";"Jeremoabo";"174";"";"221";"";"197";"12";"2017"
"291820";"BA";"Jiquiriçá";"79";"";"137";"";"97";"12";"2017"
"291830";"BA";"Jitaúna";"73";"";"115";"";"111";"12";"2017"
"291835";"BA";"João Dourado";"421";"";"328";"";"314";"12";"2017"
"291840";"BA";"Juazeiro";"3203";"";"2017";"";"2094";"12";"2017"
"291845";"BA";"Jucuruçu";"43";"";"33";"";"35";"12";"2017"
"291850";"BA";"Jussara";"234";"";"185";"";"198";"12";"2017"
"291855";"BA";"Jussari";"67";"";"74";"";"77";"12";"2017"
"291860";"BA";"Jussiape";"71";"";"60";"";"64";"12";"2017"
"291870";"BA";"Lafaiete Coutinho";"25";"";"23";"";"25";"12";"2017"
"291875";"BA";"Lagoa Real";"114";"";"105";"";"117";"12";"2017"
"291880";"BA";"Laje";"77";"";"227";"";"173";"12";"2017"
"291890";"BA";"Lajedão";"36";"";"62";"";"63";"12";"2017"
"291900";"BA";"Lajedinho";"29";"";"44";"";"34";"12";"2017"
"291905";"BA";"Lajedo do Tabocal";"37";"";"58";"";"52";"12";"2017"
"291910";"BA";"Lamarão";"88";"";"73";"";"81";"12";"2017"
"291915";"BA";"Lapão";"170";"";"155";"";"179";"12";"2017"
"291920";"BA";"Lauro de Freitas";"1924";"";"1867";"";"1829";"12";"2017"
"291930";"BA";"Lençóis";"61";"";"78";"";"67";"12";"2017"
"291940";"BA";"Licínio de Almeida";"122";"";"118";"";"128";"12";"2017"
"291950";"BA";"Livramento de Nossa Senhora";"890";"";"535";"";"555";"12";"2017"
"291955";"BA";"Luís Eduardo Magalhães";"1544";"";"1353";"";"1232";"12";"2017"
"291960";"BA";"Macajuba";"69";"";"110";"";"98";"12";"2017"
"291970";"BA";"Macarani";"35";"";"111";"";"122";"12";"2017"
"291980";"BA";"Macaúbas";"41";"";"57";"";"36";"12";"2017"
"291990";"BA";"Macururé";"48";"";"94";"";"76";"12";"2017"
"291992";"BA";"Madre de Deus";"406";"";"271";"";"273";"12";"2017"
"291995";"BA";"Maetinga";"11";"";"75";"";"66";"12";"2017"
"292000";"BA";"Maiquinique";"10";"";"8";"";"8";"12";"2017"
"292010";"BA";"Mairi";"200";"";"130";"";"163";"12";"2017"
"292020";"BA";"Malhada";"185";"";"252";"";"175";"12";"2017"
"292030";"BA";"Malhada de Pedras";"99";"";"98";"";"100";"12";"2017"
"292040";"BA";"Manoel Vitorino";"81";"";"139";"";"143";"12";"2017"
"292045";"BA";"Mansidão";"173";"";"156";"";"158";"12";"2017"
"292050";"BA";"Maracás";"269";"";"341";"";"358";"12";"2017"
"292060";"BA";"Maragogipe";"147";"";"371";"";"352";"12";"2017"
"292070";"BA";"Maraú";"143";"";"256";"";"231";"12";"2017"
"292080";"BA";"Marcionílio Souza";"64";"";"113";"";"116";"12";"2017"
"292090";"BA";"Mascote";"187";"";"102";"";"126";"12";"2017"
"292100";"BA";"Mata de São João";"924";"";"800";"";"892";"12";"2017"
"292105";"BA";"Matina";"84";"";"145";"";"146";"12";"2017"
"292110";"BA";"Medeiros Neto";"282";"";"298";"";"259";"12";"2017"
"292120";"BA";"Miguel Calmon";"377";"";"305";"";"290";"12";"2017"
"292130";"BA";"Milagres";"";"";"4";"";"2";"12";"2017"
"292140";"BA";"Mirangaba";"94";"";"183";"";"161";"12";"2017"
"292145";"BA";"Mirante";"83";"";"107";"";"94";"12";"2017"
"292150";"BA";"Monte Santo";"600";"";"343";"";"320";"12";"2017"
"292160";"BA";"Morpará";"98";"";"105";"";"94";"12";"2017"
"292170";"BA";"Morro do Chapéu";"311";"";"337";"";"300";"12";"2017"
"292180";"BA";"Mortugaba";"92";"";"93";"";"95";"12";"2017"
"292190";"BA";"Mucugê";"106";"";"108";"";"97";"12";"2017"
"292200";"BA";"Mucuri";"769";"";"549";"";"423";"12";"2017"
"292205";"BA";"Mulungu do Morro";"149";"";"185";"";"173";"12";"2017"
"292210";"BA";"Mundo Novo";"131";"";"185";"";"188";"12";"2017"
"292220";"BA";"Muniz Ferreira";"33";"";"80";"";"92";"12";"2017"
"292225";"BA";"Muquém de São Francisco";"197";"";"175";"";"174";"12";"2017"
"292230";"BA";"Muritiba";"181";"";"345";"";"339";"12";"2017"
"292240";"BA";"Mutuípe";"160";"";"324";"";"305";"12";"2017"
"292250";"BA";"Nazaré";"126";"";"257";"";"208";"12";"2017"
"292260";"BA";"Nilo Peçanha";"9";"";"15";"";"3";"12";"2017"
"292265";"BA";"Nordestina";"174";"";"174";"";"144";"12";"2017"
"292270";"BA";"Nova Canaã";"8";"";"12";"";"11";"12";"2017"
"292273";"BA";"Nova Fátima";"90";"";"80";"";"90";"12";"2017"
"292275";"BA";"Nova Ibiá";"69";"";"86";"";"88";"12";"2017"
"292280";"BA";"Nova Itarana";"81";"";"120";"";"95";"12";"2017"
"292285";"BA";"Nova Redenção";"57";"";"110";"";"101";"12";"2017"
"292290";"BA";"Nova Soure";"239";"";"279";"";"270";"12";"2017"
"292300";"BA";"Nova Viçosa";"450";"";"428";"";"369";"12";"2017"
"292303";"BA";"Novo Horizonte";"115";"";"106";"";"103";"12";"2017"
"292305";"BA";"Novo Triunfo";"137";"";"97";"";"100";"12";"2017"
"292310";"BA";"Olindina";"26";"";"95";"";"104";"12";"2017"
"292320";"BA";"Oliveira dos Brejinhos";"286";"";"262";"";"231";"12";"2017"
"292330";"BA";"Ouriçangas";"65";"";"112";"";"97";"12";"2017"
"292335";"BA";"Ourolândia";"250";"";"202";"";"226";"12";"2017"
"292340";"BA";"Palmas de Monte Alto";"244";"";"232";"";"221";"12";"2017"
"292350";"BA";"Palmeiras";"175";"";"142";"";"110";"12";"2017"
"292360";"BA";"Paramirim";"209";"";"169";"";"169";"12";"2017"
"292370";"BA";"Paratinga";"416";"";"419";"";"379";"12";"2017"
"292380";"BA";"Paripiranga";"133";"";"256";"";"218";"12";"2017"
"292390";"BA";"Pau Brasil";"139";"";"171";"";"141";"12";"2017"
"292400";"BA";"Paulo Afonso";"1989";"";"1393";"";"1349";"12";"2017"
"292405";"BA";"Pé de Serra";"57";"";"123";"";"122";"12";"2017"
"292410";"BA";"Pedrão";"7";"";"21";"";"15";"12";"2017"
"292420";"BA";"Pedro Alexandre";"66";"";"213";"";"62";"12";"2017"
"292430";"BA";"Piatã";"235";"";"215";"";"185";"12";"2017"
"292440";"BA";"Pilão Arcado";"450";"";"359";"";"306";"12";"2017"
"292450";"BA";"Pindaí";"136";"";"152";"";"143";"12";"2017"
"292460";"BA";"Pindobaçu";"211";"";"208";"";"212";"12";"2017"
"292465";"BA";"Pintadas";"123";"";"90";"";"94";"12";"2017"
"292467";"BA";"Piraí do Norte";"43";"";"54";"";"47";"12";"2017"
"292470";"BA";"Piripá";"56";"";"84";"";"94";"12";"2017"
"292480";"BA";"Piritiba";"157";"";"226";"";"219";"12";"2017"
"292490";"BA";"Planaltino";"33";"";"74";"";"72";"12";"2017"
"292500";"BA";"Planalto";"66";"";"96";"";"113";"12";"2017"
"292510";"BA";"Poções";"451";"";"517";"";"446";"12";"2017"
"292520";"BA";"Pojuca";"422";"";"457";"";"436";"12";"2017"
"292525";"BA";"Ponto Novo";"288";"";"197";"";"150";"12";"2017"
"292530";"BA";"Porto Seguro";"2600";"";"2223";"";"2138";"12";"2017"
"292540";"BA";"Potiraguá";"3";"";"8";"";"7";"12";"2017"
"292550";"BA";"Prado";"183";"";"204";"";"150";"12";"2017"
"292560";"BA";"Presidente Dutra";"158";"";"131";"";"142";"12";"2017"
"292570";"BA";"Presidente Jânio Quadros";"21";"";"111";"";"93";"12";"2017"
"292575";"BA";"Presidente Tancredo Neves";"201";"";"307";"";"259";"12";"2017"
"292580";"BA";"Queimadas";"311";"";"263";"";"275";"12";"2017"
"292590";"BA";"Quijingue";"273";"";"177";"";"220";"12";"2017"
"292593";"BA";"Quixabeira";"81";"";"91";"";"88";"12";"2017"
"292595";"BA";"Rafael Jambeiro";"293";"";"274";"";"239";"12";"2017"
"292600";"BA";"Remanso";"752";"";"465";"";"511";"12";"2017"
"292610";"BA";"Retirolândia";"147";"";"140";"";"151";"12";"2017"
"292620";"BA";"Riachão das Neves";"72";"";"184";"";"194";"12";"2017"
"292630";"BA";"Riachão do Jacuípe";"240";"";"288";"";"263";"12";"2017"
"292640";"BA";"Riacho de Santana";"333";"";"367";"";"416";"12";"2017"
"292650";"BA";"Ribeira do Amparo";"61";"";"158";"";"124";"12";"2017"
"292660";"BA";"Ribeira do Pombal";"";"";"4";"";"20";"12";"2017"
"292665";"BA";"Ribeirão do Largo";"21";"";"44";"";"39";"12";"2017"
"292670";"BA";"Rio de Contas";"163";"";"136";"";"129";"12";"2017"
"292680";"BA";"Rio do Antônio";"133";"";"122";"";"138";"12";"2017"
"292690";"BA";"Rio do Pires";"95";"";"71";"";"77";"12";"2017"
"292700";"BA";"Rio Real";"258";"";"328";"";"309";"12";"2017"
"292710";"BA";"Rodelas";"85";"";"124";"";"122";"12";"2017"
"292720";"BA";"Ruy Barbosa";"129";"";"328";"";"336";"12";"2017"
"292730";"BA";"Salinas da Margarida";"71";"";"45";"";"41";"12";"2017"
"292740";"BA";"Salvador";"29552";"";"26731";"";"27729";"12";"2017"
"292750";"BA";"Santa Bárbara";"195";"";"228";"";"210";"12";"2017"
"292760";"BA";"Santa Brígida";"67";"";"169";"";"141";"12";"2017"
"292770";"BA";"Santa Cruz Cabrália";"108";"";"274";"";"286";"12";"2017"
"292780";"BA";"Santa Cruz da Vitória";"34";"";"61";"";"64";"12";"2017"
"292790";"BA";"Santa Inês";"40";"";"56";"";"64";"12";"2017"
"292800";"BA";"Santaluz";"456";"";"436";"";"390";"12";"2017"
"292805";"BA";"Santa Luzia";"95";"";"88";"";"79";"12";"2017"
"292810";"BA";"Santa Maria da Vitória";"439";"";"433";"";"403";"12";"2017"
"292820";"BA";"Santana";"296";"";"243";"";"214";"12";"2017"
"292830";"BA";"Santanópolis";"81";"";"98";"";"96";"12";"2017"
"292840";"BA";"Santa Rita de Cássia";"249";"";"395";"";"360";"12";"2017"
"292850";"BA";"Santa Teresinha";"68";"";"102";"";"75";"12";"2017"
"292860";"BA";"Santo Amaro";"617";"";"439";"";"478";"12";"2017"
"292870";"BA";"Santo Antônio de Jesus";"1659";"";"694";"";"633";"12";"2017"
"292880";"BA";"Santo Estêvão";"876";"";"629";"";"575";"12";"2017"
"292890";"BA";"São Desidério";"398";"";"388";"";"341";"12";"2017"
"292895";"BA";"São Domingos";"31";"";"60";"";"60";"12";"2017"
"292910";"BA";"São Felipe";"82";"";"134";"";"104";"12";"2017"
"292900";"BA";"São Félix";"754";"";"131";"";"134";"12";"2017"
"292905";"BA";"São Félix do Coribe";"120";"";"155";"";"131";"12";"2017"
"292920";"BA";"São Francisco do Conde";"556";"";"443";"";"391";"12";"2017"
"292925";"BA";"São Gabriel";"512";"";"219";"";"240";"12";"2017"
"292930";"BA";"São Gonçalo dos Campos";"254";"";"292";"";"273";"12";"2017"
"292935";"BA";"São José da Vitória";"70";"";"73";"";"57";"12";"2017"
"292937";"BA";"São José do Jacuípe";"84";"";"104";"";"107";"12";"2017"
"292940";"BA";"São Miguel das Matas";"93";"";"105";"";"86";"12";"2017"
"292950";"BA";"São Sebastião do Passé";"498";"";"575";"";"565";"12";"2017"
"292960";"BA";"Sapeaçu";"187";"";"178";"";"156";"12";"2017"
"292970";"BA";"Sátiro Dias";"79";"";"120";"";"107";"12";"2017"
"292975";"BA";"Saubara";"72";"";"90";"";"87";"12";"2017"
"292980";"BA";"Saúde";"94";"";"140";"";"136";"12";"2017"
"292990";"BA";"Seabra";"547";"";"533";"";"466";"12";"2017"
"293000";"BA";"Sebastião Laranjeiras";"72";"";"86";"";"81";"12";"2017"
"293010";"BA";"Senhor do Bonfim";"1029";"";"927";"";"906";"12";"2017"
"293020";"BA";"Sento Sé";"354";"";"580";"";"582";"12";"2017"
"293015";"BA";"Serra do Ramalho";"348";"";"465";"";"457";"12";"2017"
"293030";"BA";"Serra Dourada";"232";"";"186";"";"193";"12";"2017"
"293040";"BA";"Serra Preta";"151";"";"153";"";"143";"12";"2017"
"293050";"BA";"Serrinha";"1189";"";"943";"";"937";"12";"2017"
"293060";"BA";"Serrolândia";"74";"";"112";"";"111";"12";"2017"
"293070";"BA";"Simões Filho";"663";"";"1023";"";"1065";"12";"2017"
"293075";"BA";"Sítio do Mato";"193";"";"195";"";"184";"12";"2017"
"293076";"BA";"Sítio do Quinto";"45";"";"36";"";"39";"12";"2017"
"293077";"BA";"Sobradinho";"138";"";"156";"";"41";"12";"2017"
"293080";"BA";"Souto Soares";"110";"";"168";"";"137";"12";"2017"
"293090";"BA";"Tabocas do Brejo Velho";"133";"";"148";"";"121";"12";"2017"
"293100";"BA";"Tanhaçu";"107";"";"186";"";"203";"12";"2017"
"293105";"BA";"Tanque Novo";"13";"";"9";"";"10";"12";"2017"
"293110";"BA";"Tanquinho";"59";"";"75";"";"57";"12";"2017"
"293120";"BA";"Taperoá";"77";"";"76";"";"83";"12";"2017"
"293130";"BA";"Tapiramutá";"162";"";"205";"";"179";"12";"2017"
"293135";"BA";"Teixeira de Freitas";"3048";"";"1823";"";"1654";"12";"2017"
"293140";"BA";"Teodoro Sampaio";"88";"";"75";"";"86";"12";"2017"
"293150";"BA";"Teofilândia";"260";"";"237";"";"208";"12";"2017"
"293160";"BA";"Teolândia";"132";"";"206";"";"191";"12";"2017"
"293170";"BA";"Terra Nova";"126";"";"125";"";"120";"12";"2017"
"293180";"BA";"Tremedal";"43";"";"85";"";"70";"12";"2017"
"293190";"BA";"Tucano";"47";"";"36";"";"42";"12";"2017"
"293200";"BA";"Uauá";"345";"";"248";"";"290";"12";"2017"
"293210";"BA";"Ubaíra";"134";"";"133";"";"122";"12";"2017"
"293220";"BA";"Ubaitaba";"174";"";"173";"";"186";"12";"2017"
"293230";"BA";"Ubatã";"157";"";"152";"";"137";"12";"2017"
"293240";"BA";"Uibaí";"176";"";"151";"";"144";"12";"2017"
"293245";"BA";"Umburanas";"132";"";"191";"";"172";"12";"2017"
"293250";"BA";"Una";"21";"";"243";"";"206";"12";"2017"
"293260";"BA";"Urandi";"137";"";"179";"";"158";"12";"2017"
"293270";"BA";"Uruçuca";"38";"";"118";"";"133";"12";"2017"
"293280";"BA";"Utinga";"163";"";"208";"";"163";"12";"2017"
"293290";"BA";"Valença";"1913";"";"776";"";"628";"12";"2017"
"293300";"BA";"Valente";"29";"";"76";"";"71";"12";"2017"
"293305";"BA";"Várzea da Roça";"115";"";"130";"";"126";"12";"2017"
"293310";"BA";"Várzea do Poço";"93";"";"76";"";"72";"12";"2017"
"293315";"BA";"Várzea Nova";"108";"";"195";"";"183";"12";"2017"
"293317";"BA";"Varzedo";"2";"";"79";"";"73";"12";"2017"
"293320";"BA";"Vera Cruz";"380";"";"376";"";"331";"12";"2017"
"293325";"BA";"Vereda";"52";"";"93";"";"69";"12";"2017"
"293330";"BA";"Vitória da Conquista";"457";"";"2487";"";"2089";"12";"2017"
"293340";"BA";"Wagner";"65";"";"69";"";"80";"12";"2017"
"293345";"BA";"Wanderley";"44";"";"149";"";"111";"12";"2017"
"293350";"BA";"Wenceslau Guimarães";"325";"";"308";"";"282";"12";"2017"
"293360";"BA";"Xique-Xique";"574";"";"400";"";"404";"12";"2017"
"230010";"CE";"Abaiara";"141";"";"129";"";"128";"12";"2017"
"230015";"CE";"Acarape";"141";"";"246";"";"232";"12";"2017"
"230020";"CE";"Acaraú";"1013";"";"1083";"";"1011";"12";"2017"
"230030";"CE";"Acopiara";"568";"";"453";"";"548";"12";"2017"
"230040";"CE";"Aiuaba";"164";"";"153";"";"168";"12";"2017"
"230050";"CE";"Alcântaras";"131";"";"204";"";"148";"12";"2017"
"230060";"CE";"Altaneira";"144";"";"168";"";"179";"12";"2017"
"230070";"CE";"Alto Santo";"188";"";"193";"";"168";"12";"2017"
"230075";"CE";"Amontada";"654";"";"654";"";"638";"12";"2017"
"230080";"CE";"Antonina do Norte";"89";"";"82";"";"104";"12";"2017"
"230090";"CE";"Apuiarés";"145";"";"145";"";"149";"12";"2017"
"230100";"CE";"Aquiraz";"955";"";"1066";"";"1072";"12";"2017"
"230110";"CE";"Aracati";"979";"";"597";"";"659";"12";"2017"
"230120";"CE";"Aracoiaba";"94";"";"311";"";"268";"12";"2017"
"230125";"CE";"Ararendá";"151";"";"164";"";"155";"12";"2017"
"230130";"CE";"Araripe";"440";"";"340";"";"336";"12";"2017"
"230140";"CE";"Aratuba";"130";"";"203";"";"205";"12";"2017"
"230150";"CE";"Arneiroz";"100";"";"116";"";"95";"12";"2017"
"230160";"CE";"Assaré";"316";"";"260";"";"299";"12";"2017"
"230170";"CE";"Aurora";"353";"";"342";"";"395";"12";"2017"
"230180";"CE";"Baixio";"68";"";"63";"";"65";"12";"2017"
"230185";"CE";"Banabuiú";"42";"";"294";"";"262";"12";"2017"
"230190";"CE";"Barbalha";"1302";"";"888";"";"888";"12";"2017"
"230195";"CE";"Barreira";"123";"";"114";"";"117";"12";"2017"
"230200";"CE";"Barro";"122";"";"220";"";"222";"12";"2017"
"230205";"CE";"Barroquinha";"267";"";"246";"";"218";"12";"2017"
"230210";"CE";"Baturité";"380";"";"425";"";"392";"12";"2017"
"230220";"CE";"Beberibe";"643";"";"661";"";"622";"12";"2017"
"230230";"CE";"Bela Cruz";"457";"";"388";"";"388";"12";"2017"
"230240";"CE";"Boa Viagem";"589";"";"588";"";"586";"12";"2017"
"230250";"CE";"Brejo Santo";"559";"";"706";"";"685";"12";"2017"
"230260";"CE";"Camocim";"1356";"";"971";"";"966";"12";"2017"
"230270";"CE";"Campos Sales";"419";"";"360";"";"352";"12";"2017"
"230280";"CE";"Canindé";"1183";"";"1018";"";"1059";"12";"2017"
"230290";"CE";"Capistrano";"278";"";"245";"";"251";"12";"2017"
"230300";"CE";"Caridade";"225";"";"173";"";"223";"12";"2017"
"230310";"CE";"Cariré";"216";"";"180";"";"188";"12";"2017"
"230320";"CE";"Caririaçu";"407";"";"353";"";"323";"12";"2017"
"230330";"CE";"Cariús";"39";"";"118";"";"127";"12";"2017"
"230340";"CE";"Carnaubal";"240";"";"224";"";"234";"12";"2017"
"230350";"CE";"Cascavel";"1053";"";"1229";"";"1202";"12";"2017"
"230360";"CE";"Catarina";"140";"";"134";"";"165";"12";"2017"
"230365";"CE";"Catunda";"119";"";"130";"";"143";"12";"2017"
"230370";"CE";"Caucaia";"4624";"";"4650";"";"4816";"12";"2017"
"230380";"CE";"Cedro";"307";"";"334";"";"316";"12";"2017"
"230390";"CE";"Chaval";"102";"";"165";"";"174";"12";"2017"
"230393";"CE";"Choró";"191";"";"171";"";"188";"12";"2017"
"230395";"CE";"Chorozinho";"285";"";"252";"";"243";"12";"2017"
"230400";"CE";"Coreaú";"299";"";"343";"";"318";"12";"2017"
"230410";"CE";"Crateús";"1070";"";"799";"";"843";"12";"2017"
"230420";"CE";"Crato";"2088";"";"1944";"";"2085";"12";"2017"
"230423";"CE";"Croatá";"185";"";"193";"";"198";"12";"2017"
"230425";"CE";"Cruz";"487";"";"405";"";"396";"12";"2017"
"230426";"CE";"Deputado Irapuan Pinheiro";"41";"";"96";"";"93";"12";"2017"
"230427";"CE";"Ererê";"61";"";"66";"";"71";"12";"2017"
"230428";"CE";"Eusébio";"1219";"";"842";"";"901";"12";"2017"
"230430";"CE";"Farias Brito";"164";"";"212";"";"214";"12";"2017"
"230435";"CE";"Forquilha";"591";"";"604";"";"602";"12";"2017"
"230440";"CE";"Fortaleza";"43969";"";"46507";"";"48247";"12";"2017"
"230445";"CE";"Fortim";"233";"";"149";"";"162";"12";"2017"
"230450";"CE";"Frecheirinha";"248";"";"418";"";"419";"12";"2017"
"230460";"CE";"General Sampaio";"119";"";"93";"";"94";"12";"2017"
"230465";"CE";"Graça";"160";"";"143";"";"140";"12";"2017"
"230470";"CE";"Granja";"1358";"";"706";"";"838";"12";"2017"
"230480";"CE";"Granjeiro";"84";"";"63";"";"58";"12";"2017"
"230490";"CE";"Groaíras";"118";"";"174";"";"182";"12";"2017"
"230495";"CE";"Guaiúba";"139";"";"376";"";"351";"12";"2017"
"230500";"CE";"Guaraciaba do Norte";"600";"";"592";"";"603";"12";"2017"
"230510";"CE";"Guaramiranga";"89";"";"96";"";"92";"12";"2017"
"230520";"CE";"Hidrolândia";"222";"";"216";"";"222";"12";"2017"
"230523";"CE";"Horizonte";"906";"";"1052";"";"965";"12";"2017"
"230526";"CE";"Ibaretama";"40";"";"111";"";"159";"12";"2017"
"230530";"CE";"Ibiapina";"347";"";"315";"";"341";"12";"2017"
"230533";"CE";"Ibicuitinga";"153";"";"146";"";"141";"12";"2017"
"230535";"CE";"Icapuí";"296";"";"285";"";"263";"12";"2017"
"230540";"CE";"Icó";"1152";"";"804";"";"891";"12";"2017"
"230550";"CE";"Iguatu";"1896";"";"1160";"";"1214";"12";"2017"
"230560";"CE";"Independência";"303";"";"412";"";"339";"12";"2017"
"230565";"CE";"Ipaporanga";"141";"";"126";"";"120";"12";"2017"
"230570";"CE";"Ipaumirim";"120";"";"135";"";"127";"12";"2017"
"230580";"CE";"Ipu";"553";"";"536";"";"558";"12";"2017"
"230590";"CE";"Ipueiras";"767";"";"442";"";"455";"12";"2017"
"230600";"CE";"Iracema";"170";"";"197";"";"168";"12";"2017"
"230610";"CE";"Irauçuba";"233";"";"271";"";"266";"12";"2017"
"230620";"CE";"Itaiçaba";"103";"";"97";"";"104";"12";"2017"
"230625";"CE";"Itaitinga";"508";"";"660";"";"627";"12";"2017"
"230630";"CE";"Itapagé";"924";"";"830";"";"878";"12";"2017"
"230640";"CE";"Itapipoca";"1935";"";"1702";"";"1729";"12";"2017"
"230650";"CE";"Itapiúna";"205";"";"189";"";"194";"12";"2017"
"230655";"CE";"Itarema";"998";"";"660";"";"655";"12";"2017"
"230660";"CE";"Itatira";"380";"";"261";"";"259";"12";"2017"
